attrInteger,attrInteger,attrInteger,attrInteger
1728095,65,172809500,1728096
1976066,879,197606600,1976067
1326833,514,132683300,1326834
1022178,794,102217800,1022179
1613965,50,161396500,1613966
637013,259,63701300,637014
71613,65,7161300,71614
1420194,98,142019400,1420195
1187743,442,118774300,1187744
1291599,787,129159900,1291600
1442952,989,144295200,1442953
606447,923,60644700,606448
1920510,911,192051000,1920511
1182765,427,118276500,1182766
810,256,81000,811
952288,829,95228800,952289
1774940,914,177494000,1774941
793667,250,79366700,793668
1782205,66,178220500,1782206
1824829,66,182482900,1824830
88590,370,8859000,88591
566652,963,56665200,566653
918898,59,91889800,918899
1046575,118,104657500,1046576
1996915,905,199691500,1996916
1034357,67,103435700,1034358
372648,193,37264800,372649
1572831,305,157283100,1572832
1139677,666,113967700,1139667
1087729,984,108772900,1087730
985213,898,98521300,985214
1718874,259,171887400,1718875
146113,681,14611300,146114
537104,639,53710400,537105
1420868,290,142086800,1420869
935438,454,93543800,935439
1835886,782,183588600,1835887
1125824,92,112582400,1125825
1602288,720,160228800,1602289
1188036,299,118803600,1188037
1089110,492,108911000,1089111
501440,292,50144000,501441
1810601,125,181060100,1810602
1392516,819,139251600,1392517
635353,47,63535300,635354
269260,34,26926000,269261
833038,55,83303800,833039
135909,71,13590900,135910
1058682,289,105868200,1058683
1362851,473,136285100,1362852
599458,916,59945800,599459
294210,932,29421000,294211
36426,340,3642600,36427
1140434,398,114043400,1140435
99118,256,9911800,99119
198657,913,19865700,198658
414987,556,41498700,414988
306818,807,30681800,306808
604305,866,60430500,604306
1373883,668,137388300,1373884
252764,767,25276400,252765
379651,447,37965100,379652
322799,583,32279900,322800
45390,676,4539000,45391
1317980,298,131798000,1317981
1585967,315,158596700,1585968
192799,694,19279900,192800
978751,906,97875100,978752
1681725,482,168172500,1681726
1964635,301,196463500,1964636
1001314,133,100131400,1001315
948554,673,94855400,948555
7063,168,706300,7064
930390,980,93039000,930391
1292808,572,129280800,1292809
1589915,108,158991500,1589916
1256000,470,125600000,1256001
519220,666,51922000,519221
382451,580,38245100,382452
759992,794,75999200,759993
1716006,934,171600600,1716007
114934,884,11493400,114935
182151,497,18215100,182152
364479,269,36447900,364480
563374,896,56337400,563375
147081,726,14708100,147082
247954,514,24795400,247955
788644,563,78864400,788645
1163686,571,116368600,1163687
1287912,450,128791200,1287913
1160650,935,116065000,1160651
1182323,678,118232300,1182324
706339,702,70633900,706340
664029,319,66402900,664030
96453,363,9645300,96454
1083428,88,108342800,1083429
1471631,346,147163100,1471632
1212431,883,121243100,1212432
652329,721,65232900,652330
1240157,289,124015700,1240158
1327869,709,132786900,1327870
1270282,940,127028200,1270283
638456,841,63845600,638457
1549982,75,154998200,1549983
411241,435,41124100,411242
76862,853,7686200,76863
1259327,569,125932700,1259328
1744068,148,174406800,1744069
304409,565,30440900,304410
489388,874,48938800,489389
1051744,284,105174400,1051745
631703,720,63170300,631704
270569,212,27056900,270570
537688,99,53768800,537689
1652049,633,165204900,1652050
258985,602,25898500,258986
828964,492,82896400,828965
1295652,365,129565200,1295653
1434504,650,143450400,1434505
93524,889,9352400,93525
1450962,766,145096200,1450963
1587572,550,158757200,1587573
1992544,896,199254400,1992545
58822,498,5882200,58823
675866,487,67586600,675867
99779,185,9977900,99780
1713950,119,171395000,1713951
1275531,566,127553100,1275532
1044323,172,104432300,1044324
1099775,92,109977500,1099776
1588615,271,158861500,1588616
1888618,964,188861800,1888619
710480,486,71048000,710481
452743,273,45274300,452744
831214,886,83121400,831215
533827,597,53382700,533828
949348,874,94934800,949349
9262,808,926200,9263
589259,95,58925900,589260
586200,757,58620000,586201
1925346,409,192534600,1925347
1271637,452,127163700,1271638
1318837,78,131883700,1318838
277956,798,27795600,277957
397403,613,39740300,397404
1281082,858,128108200,1281083
1231618,689,123161800,1231619
759665,847,75966500,759666
1093215,391,109321500,1093216
615200,499,61520000,615201
1267036,960,126703600,1267037
783311,351,78331100,783312
1675275,564,167527500,1675265
1572055,620,157205500,1572056
1258960,829,125896000,1258961
1293293,241,129329300,1293294
1541575,962,154157500,1541576
9739,8,973900,9740
1775315,244,177531500,1775316
1005893,530,100589300,1005894
1137393,830,113739300,1137394
1455726,679,145572600,1455727
1161053,644,116105300,1161054
498861,657,49886100,498862
1538142,881,153814200,1538143
254848,626,25484800,254849
1352990,832,135299000,1352991
207502,576,20750200,207503
1413039,499,141303900,1413040
311032,692,31103200,311033
333033,624,33303300,333034
920691,595,92069100,920692
1833508,915,183350800,1833509
1297576,387,129757600,1297577
266179,742,26617900,266180
109120,404,10912000,109121
264845,37,26484500,264846
1644476,260,164447600,1644477
521044,451,52104400,521045
442714,520,44271400,442715
210897,957,21089700,210898
1978697,413,197869700,1978698
11752,998,1175200,11753
618718,26,61871800,618719
985231,671,98523100,985232
1063556,502,106355600,1063557
397243,434,39724300,397244
133858,541,13385800,133859
4195,687,419500,4196
1895769,682,189576900,1895770
891158,839,89115800,891159
1104508,249,110450800,1104509
352323,335,35232300,352324
220989,783,22098900,220990
356412,935,35641200,356413
1993212,324,199321200,1993213
1797235,227,179723500,1797236
260968,342,26096800,260969
1012501,927,101250100,1012502
807449,994,80744900,807450
479882,14,47988200,479872
1562204,552,156220400,1562205
192291,438,19229100,192292
690945,858,69094500,690946
1443536,819,144353600,1443537
1375844,956,137584400,1375845
1405106,12,140510600,1405107
459969,329,45996900,459970
1085750,609,108575000,1085751
1633571,597,163357100,1633572
1095272,923,109527200,1095273
997873,910,99787300,997874
115255,471,11525500,115256
1093315,407,109331500,1093316
539815,935,53981500,539816
266498,867,26649800,266499
998109,405,99810900,998110
1849180,28,184918000,1849181
1745286,928,174528600,1745287
573724,466,57372400,573725
598902,411,59890200,598903
1767692,386,176769200,1767693
1868615,977,186861500,1868616
330422,883,33042200,330423
1968092,958,196809200,1968093
591304,710,59130400,591305
1565441,476,156544100,1565442
879647,353,87964700,879648
1676758,112,167675800,1676759
1626760,46,162676000,1626761
1820502,971,182050200,1820503
1355471,142,135547100,1355472
51047,19,5104700,51048
124732,858,12473200,124733
1611668,9,161166800,1611669
1104026,266,110402600,1104027
78896,109,7889600,78897
259287,647,25928700,259288
1805082,695,180508200,1805083
618055,711,61805500,618056
1843626,265,184362600,1843627
1724649,797,172464900,1724650
549702,878,54970200,549703
90506,687,9050600,90507
806330,683,80633000,806331
1456519,566,145651900,1456520
1082132,533,108213200,1082133
1852597,924,185259700,1852598
1200745,287,120074500,1200746
431257,258,43125700,431258
1855468,492,185546800,1855469
254727,765,25472700,254728
26717,695,2671700,26718
989366,898,98936600,989367
151918,248,15191800,151919
1326281,12,132628100,1326282
1245980,805,124598000,1245981
1870319,393,187031900,1870320
147444,94,14744400,147445
1322203,768,132220300,1322204
1724750,278,172475000,1724751
58409,466,5840900,58410
635385,301,63538500,635386
1136099,378,113609900,1136100
1556140,97,155614000,1556130
886908,101,88690800,886909
1672485,685,167248500,1672486
251100,880,25110000,251101
923165,615,92316500,923166
284151,559,28415100,284152
1990199,34,199019900,1990200
1200861,837,120086100,1200862
178863,158,17886300,178864
1568948,130,156894800,1568949
1421497,407,142149700,1421487
295131,44,29513100,295132
1840171,616,184017100,1840172
1739821,398,173982100,1739822
396623,279,39662300,396624
358485,759,35848500,358486
1373858,326,137385800,1373859
1781458,402,178145800,1781459
1749100,812,174910000,1749101
243228,952,24322800,243229
15766,6,1576600,15767
1094531,622,109453100,1094532
676197,73,67619700,676198
219537,972,21953700,219538
1826958,5,182695800,1826959
1872522,122,187252200,1872523
300471,595,30047100,300472
1405840,848,140584000,1405841
413105,689,41310500,413106
1981164,251,198116400,1981165
453042,175,45304200,453043
1470669,144,147066900,1470670
160881,947,16088100,160882
1624958,915,162495800,1624959
636676,242,63667600,636677
1523528,256,152352800,1523529
1736020,510,173602000,1736021
1891620,349,189162000,1891621
449484,296,44948400,449485
843700,389,84370000,843701
900336,300,90033600,900337
854261,952,85426100,854262
1974900,508,197490000,1974901
982642,225,98264200,982643
602351,179,60235100,602352
487461,192,48746100,487462
639046,724,63904600,639047
1653946,817,165394600,1653947
1205011,801,120501100,1205012
1367162,327,136716200,1367163
712481,345,71248100,712471
1912387,882,191238700,1912388
1101242,863,110124200,1101243
723118,696,72311800,723119
686096,913,68609600,686097
1732470,263,173247000,1732460
1729419,276,172941900,1729420
628162,614,62816200,628163
1974123,13,197412300,1974124
1381557,434,138155700,1381558
1815742,92,181574200,1815743
442312,417,44231200,442313
1373990,616,137399000,1373991
1584,728,158400,1585
685225,443,68522500,685226
1613734,114,161373400,1613735
1793034,965,179303400,1793035
388354,216,38835400,388355
1502266,559,150226600,1502267
730813,28,73081300,730814
285727,24,28572700,285728
967598,771,96759800,967599
1980199,335,198019900,1980200
732734,521,73273400,732735
1256092,12,125609200,1256093
1668814,650,166881400,1668815
76389,820,7638900,76390
693904,515,69390400,693905
1732655,520,173265500,1732656
1322944,148,132294400,1322945
1970109,652,197010900,1970110
1716190,617,171619000,1716191
1714541,919,171454100,1714542
722366,872,72236600,722367
1681494,776,168149400,1681495
1756979,172,175697900,1756980
1151064,368,115106400,1151065
897470,218,89747000,897471
720046,610,72004600,720047
1191254,391,119125400,1191255
1230521,499,123052100,1230522
1251480,58,125148000,1251481
1668265,845,166826500,1668266
1138292,227,113829200,1138293
1284441,343,128444100,1284442
1736344,54,173634400,1736345
181399,21,18139900,181400
1905129,298,190512900,1905130
1842621,664,184262100,1842622
1549428,989,154942800,1549429
951878,351,95187800,951879
11191,347,1119100,11192
512790,669,51279000,512791
597814,435,59781400,597815
1602852,482,160285200,1602853
1810711,94,181071100,1810712
528759,150,52875900,528760
531493,373,53149300,531494
325195,921,32519500,325196
561912,306,56191200,561913
969991,845,96999100,969992
1503169,243,150316900,1503170
733489,761,73348900,733490
971843,796,97184300,971844
1171203,469,117120300,1171204
319685,502,31968500,319675
1457078,768,145707800,1457079
1702167,547,170216700,1702168
1550948,412,155094800,1550949
1992112,152,199211200,1992113
1948823,795,194882300,1948824
1524235,408,152423500,1524236
627880,146,62788000,627881
1133172,761,113317200,1133173
1439585,47,143958500,1439586
14591,145,1459100,14592
393988,233,39398800,393989
1930572,366,193057200,1930573
1721399,59,172139900,1721389
838655,811,83865500,838656
1919740,823,191974000,1919741
1788169,456,178816900,1788170
1165298,346,116529800,1165299
121854,471,12185400,121855
1422559,187,142255900,1422560
143700,970,14370000,143701
377539,654,37753900,377540
1604825,714,160482500,1604826
1232402,994,123240200,1232403
841851,742,84185100,841852
1758076,474,175807600,1758077
1331888,259,133188800,1331889
1493997,214,149399700,1493998
1979387,834,197938700,1979388
844129,36,84412900,844130
1712463,558,171246300,1712464
820388,634,82038800,820389
398078,479,39807800,398079
31575,292,3157500,31576
889513,986,88951300,889514
1597249,965,159724900,1597250
766323,324,76632300,766324
1996016,916,199601600,1996017
970567,400,97056700,970568
299864,959,29986400,299865
258239,405,25823900,258240
1483330,631,148333000,1483331
1572071,996,157207100,1572072
219760,56,21976000,219761
1500213,427,150021300,1500214
117466,459,11746600,117467
1782796,273,178279600,1782797
440216,348,44021600,440217
1085249,296,108524900,1085250
477625,673,47762500,477626
142226,541,14222600,142227
1214769,544,121476900,1214770
288188,434,28818800,288189
717012,492,71701200,717013
1626977,930,162697700,1626978
1018834,705,101883400,1018835
641854,990,64185400,641855
1589052,749,158905200,1589053
853458,833,85345800,853459
100000,460,10000000,100001
1004586,115,100458600,1004587
820393,836,82039300,820394
1865817,631,186581700,1865818
934928,961,93492800,934929
165235,359,16523500,165236
1759360,169,175936000,1759361
335836,469,33583600,335837
846990,813,84699000,846991
948332,33,94833200,948333
1265441,506,126544100,1265442
1678983,227,167898300,1678984
251829,556,25182900,251830
789043,231,78904300,789044
1560034,831,156003400,1560035
1616604,78,161660400,1616605
882053,802,88205300,882054
562243,723,56224300,562244
1031090,319,103109000,1031091
1370925,952,137092500,1370926
669934,176,66993400,669935
1839900,192,183990000,1839901
320645,707,32064500,320646
1543631,325,154363100,1543632
755865,181,75586500,755866
884499,620,88449900,884500
236100,360,23610000,236101
120822,860,12082200,120823
889872,322,88987200,889873
311176,636,31117600,311177
624524,385,62452400,624525
1226685,951,122668500,1226686
859338,975,85933800,859339
476021,239,47602100,476022
510020,642,51002000,510010
841199,952,84119900,841200
1307968,311,130796800,1307969
442602,162,44260200,442603
1850930,857,185093000,1850931
1249112,849,124911200,1249113
1749110,930,174911000,1749111
1015090,371,101509000,1015091
460915,676,46091500,460916
138072,818,13807200,138073
1956083,208,195608300,1956084
835598,23,83559800,835599
1276139,785,127613900,1276140
714285,128,71428500,714286
356544,862,35654400,356545
285199,345,28519900,285200
1832026,364,183202600,1832027
477871,608,47787100,477872
263483,803,26348300,263484
40848,288,4084800,40849
1851147,10,185114700,1851148
1959242,412,195924200,1959243
986145,77,98614500,986146
1325136,295,132513600,1325137
382942,5,38294200,382943
5812,763,581200,5813
1947505,909,194750500,1947506
1911320,378,191132000,1911321
1275933,529,127593300,1275934
104643,211,10464300,104644
1678807,526,167880700,1678797
819139,899,81913900,819140
1573181,427,157318100,1573182
254808,35,25480800,254809
1477034,248,147703400,1477035
1959555,425,195955500,1959556
329376,55,32937600,329377
26066,194,2606600,26067
1157367,509,115736700,1157368
1034174,453,103417400,1034175
682617,860,68261700,682618
683342,239,68334200,683343
1681978,850,168197800,1681979
627588,284,62758800,627589
1587714,268,158771400,1587715
2035,71,203500,2036
1442606,360,144260600,1442607
284228,815,28422800,284229
